the_geom,NAME,HOUSENUM,STREETNAME,ZIP,URL,BIN,BBL,CITY
POINT (-73.92148061723951 40.67036996939263),Smiling Faces Christian Dcc,1677,ST JOHN'S PLACE,11233,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3039445,3014700060,Brooklyn
POINT (-73.96920874098961 40.64728108367295),Children's Corner,69,STRATFORD ROAD,11218,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3116383,3050720040,Brooklyn
POINT (-73.87811886156248 40.6721889664787),Urban Strategies Hs,1091,SUTTER AVENUE,11208,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3089620,3040390001,Brooklyn
POINT (-73.96394587716595 40.70507112428997),Graham-Windham Ccc,110,TAYLOR STREET,11211,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3341986,3021760001,Brooklyn
POINT (-73.98626815388569 40.67742933813385),Significant Steps Child Development Center,284,THIRD AVENUE,11215,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3007496,3004470035,Brooklyn
POINT (-73.93045997868441 40.64929230007309),Child World Day Care,966,UTICA AVENUE,11203,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3103722,3047210019,Brooklyn
POINT (-73.88734581020162 40.66367748715152),Children's World Dcc,645,VAN SICLEN AVENUE,11207,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3096839,3043050075,Brooklyn
POINT (-73.96866260935269 40.68864157833807),Medgar Evers College Hs Iii,315,VANDERBILT AVENUE,11205,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3055274,3019290007,Brooklyn
POINT (-73.99029857109493 40.574278338342346),Pal Carey Gardens Dcc,2964,WEST 23 STREET,11224,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3321840,3070560014,Brooklyn
POINT (-73.93473646720602 40.760548456223574),Astoria L.I.C Naacp Dcc #2,21-20,35 AVENUE,11106,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4430708,4003350002,Astoria
POINT (-73.77216712405652 40.769630386027266),Bayside Ymca Pre Sch,214-13,35 AVENUE,11361,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4135949,4061190013,Bayside
POINT (-73.90410550913425 40.739568526048906),Towers Play-N-Learn,60-10,47 AVENUE,11377,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4432207,4023220001,Woodside
POINT (-73.78218674155028 40.74787022401632),Home Sweet Home,196-17,53 AVENUE,11365,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4158441,4073750044,Fresh Meadows
POINT (-73.85949224411547 40.738337645343236),Johnson's Little Tots,99-04,57 AVENUE,11368,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4431741,4019450001,Corona
POINT (-73.90224641598998 40.75657560261104),Mi Nuevo Mundo,31-31,60 STREET,11377,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4437070,4011360006,Woodside
POINT (-73.99907487986908 40.57838215965329),Coney Island Ccc,2757,WEST 33 STREET,11224,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3331093,3069640002,Brooklyn
POINT (-74.00216935246915 40.57273615872444),Roberta Bright Ccc,3001,WEST 37 STREET,11224,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3189617,3070650001,Brooklyn
POINT (-73.96065881530774 40.66444156722586),Mrs. Black's Sch/All Children,1035,WASHINGTON AVENUE,11225,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3029731,3011920085,Brooklyn
POINT (-73.98653318242505 40.69254375152474),Helen Keller Services For The Blind Children's Learning Center,57,WILLOUGHBY STREET,11201,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3000338,3001470036,Brooklyn
POINT (-73.93758159565688 40.79068875079833),Dawning Village Dcc,2090,1 AVENUE,10029,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1083954,1017010001,New York
POINT (-73.97847263740488 40.75776355970209),Children First On 5th Ave.,600,5 AVENUE,10020,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1034506,1012640030,New York
POINT (-73.93903560079345 40.821109618220085),Sheltering Arms Learning Center,2493,7 AVENUE,10030,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1060159,1020130003,New York
POINT (-73.98328219641854 40.77693288139251),Mercaz Torah School,200,AMSTERDAM AVENUE,10023,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1030358,1011580134,New York
POINT (-73.92797441485936 40.863674084548215),Our Lady Queen Of Martyrs Hs,71,ARDEN STREET,10040,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1064245,1021750136,New York
POINT (-73.97767897844284 40.720662369497745),Escuela Hispana Montessori  Hs,18,AVENUE D,10009,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1078047,1003560001,New York
POINT (-74.00309473721194 40.7323310656326),Greenwich House Pre-Sch,27,BARROW STREET,10014,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1010159,1005900056,New York
POINT (-73.97701230253334 40.71873707176208),Henry Street Settlement Urban Family School,110,BARUCH DRIVE,10002,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1078034,1003230001,New York
POINT (-73.83196947299032 40.87076406869799),Coop City Child Development Center,100,ALDRICH STREET,10475,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2095395,2051410120,Bronx
POINT (-73.82609810347292 40.83727421430625),Ms. Elena's Sunshine Early Learning Center Inc.,3075,BAISLEY AVENUE,10461,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2073334,2053400001,Bronx
POINT (-73.84710742091073 40.81671417436887),Dr. Katharine Dodge Brownell School,450,CASTLE HILL AVENUE,10473,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2021209,2035110030,Bronx
POINT (-73.90361671677705 40.90371289791683),Riverdale Neighborhood House,5521,MOSHOLU AVENUE,10471,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2084807,2058501585,Bronx
POINT (-73.94818749323593 40.70026320183515),Beginning With Children Pre-K,11,BARTLETT STREET,11206,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3335470,3022680001,Brooklyn
POINT (-73.89543650351122 40.64887220446626),Breukelen Hs,715,EAST 105 STREET,11236,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3321523,3081930001,Brooklyn
POINT (-73.95759008100597 40.62182507558361),Children's Heimeshe Workshop,1177,EAST 18 STREET,11230,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3180508,3067290023,Brooklyn
POINT (-73.94122877686135 40.59885875283287),King's Bay Ym-Ywha Nursery,3495,NOSTRAND AVENUE,11229,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3200300,3073630036,Brooklyn
POINT (-73.95671112816031 40.763533204455534),William Woodward Jr. Nursery School,1233A,YORK AVENUE,10021,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1045571,1014610021,New York
POINT (-73.83415467036848 40.70763569559694),Yeshiva Tifereth Moshe Dc,83-06,ABINGDON ROAD,11415,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4437658,4033290011,Kew Gardens
POINT (-73.88439153594385 40.721459363744366),The Learning Tree,74-15,JUNIPER BLVD NORTH,11379,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4067020,4029300012,Middle Village
POINT (-73.89302653153882 40.84544890421721),Better Beginning Learning,1910,ARTHUR AVENUE,10457,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2009910,2029470014,Bronx
POINT (-73.89290953903236 40.8745900210361),Lehman College Child Care Center,250,BEDFORD PARK BLVD WEST,10468,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2097309,2032470165,Bronx
POINT (-73.87786173108903 40.82582228355882),East Tremont Hs,1057,BOYNTON AVENUE,10472,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2023475,2037140036,Bronx
POINT (-73.90700144024778 40.875909722019806),Marble Hill Nursery School,5470,BROADWAY,10463,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1082781,1022150116,Bronx
POINT (-73.84609121408747 40.872242192519444),Miss Francine Day School,1420,BURKE AVENUE,10469,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2061698,2047600001,Bronx
POINT (-73.75016744344913 40.707900082821716),Charles R. Drew Dcc,109-45,207 STREET,11429,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4233644,4109170029,Queens Village
POINT (-73.7361877038431 40.66398865402864),Throop Memorial Day Care Center,140-17,243 STREET,11422,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4289111,4135990003,Rosedale
POINT (-73.93279576546774 40.75994637320125),Bright Beginnings Infants (Lic),35-01,24 STREET,11106,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4003978,4003380023,Astoria
POINT (-73.77729972920369 40.77800804073669),Chabad Early Learning Center,212-12,26 AVENUE,11360,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4133551,4059990020,Bayside
POINT (-73.9522524471828 40.65212407457695),Let's Care Again Dcc #2,775,ROGERS AVENUE,11226,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3116809,3050880006,Brooklyn
POINT (-73.95283956998357 40.651991521114844),First Impression Nursery School,776,ROGERS AVENUE,11226,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3116766,3050870053,Brooklyn
POINT (-73.93428833900053 40.658468802458714),Hospital/Clinic Home/Center,624,SCHENECTADY AVENUE,11203,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3107686,3048260041,Brooklyn
POINT (-73.98892419601258 40.68968882880845),Safe Horizon Brooklyn Criminal Court Cc,120,SCHERMERHORN STREET,11201,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3000534,3001690017,Brooklyn
POINT (-73.8906827761039 40.63252098329208),Gan Jewish Day Care Center,9502,SEAVIEW AVENUE,11236,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3235056,3083180008,Brooklyn
POINT (-73.94247243469292 40.715688746448194),Ahrc@Francis Of Paola,201,CONSELYEA STREET,11211,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3070199,3028920007,Brooklyn
POINT (-73.99799293809343 40.67672270204141),Ahrc Bklyn Blue Feather Ec Pro,477,COURT STREET,11231,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3008084,3004720001,Brooklyn
POINT (-73.9445280176881 40.65085254283786),Pb Children's Academy,3504,CHURCH AVENUE,11203,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3109465,3048890002,Brooklyn
POINT (-73.91878545597119 40.653220715416225),Happy Homes Academy,9102,CHURCH AVENUE,11236,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3103405,3047120036,Brooklyn
POINT (-73.81708309276517 40.83829195093148),Providence Rest Cdc Inc.,3310,CAMPBELL DRIVE,10465,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2075317,2054090133,Bronx
POINT (-73.89001662991114 40.84620446799205),East Tremont Hs,1984,CROTONA AVENUE,10457,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2012618,2030920011,Bronx
POINT (-73.8807340260185 40.8814983909198),Mosholu-Montefiore,3450,DEKALB AVENUE,10467,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2096396,2033270001,Bronx
POINT (-73.96394825938582 40.809132691686884),Barnard College Center For Toddler Devlopment,3009,BROADWAY,10027,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1082351,1019890001,New York
POINT (-73.99603100013321 40.7108669143831),Hamilton Madison House Hs,79,CATHERINE STREET,10002,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1077585,1002530001,New York
POINT (-73.96150330376614 40.79654626821924),"Park West Montessori School, Inc.",435,CENTRAL PARK WEST,10025,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1055480,1018390029,New York
POINT (-73.94649519224616 40.62661025847236),Little Hearts Day Care,3008,AVENUE J,11210,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3207890,3076120043,Brooklyn
POINT (-73.97120599097455 40.614590346084114),Barkai Yeshiyah,321,AVENUE N,11230,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3172789,3065660043,Brooklyn
POINT (-74.0027526340617 40.60186904140247),Shostakovich Music &Art School,1938,BATH AVENUE,11214,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3168756,3064400034,Brooklyn
POINT (-73.99398385311993 40.58783522483089),Brooklyn School For Special Children,376,BAY 44 STREET,11214,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3187874,3069440085,Brooklyn
POINT (-73.95390079431884 40.63987591948335),Delores Children's Ct.,2597,BEDFORD AVENUE,11226,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3120344,3052110026,Brooklyn
POINT (-73.95275384692485 40.633928481675035),Midwood Montessori,2825,BEDFORD AVENUE,11210,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3121546,3052460011,Brooklyn
POINT (-74.09254228397026 40.61477207128726),Wagner College Ecc,1,CAMPUS ROAD,10301,http://www.nyc.gov/html/doh/html/dc/dc.shtml,5113453,5006200001,Staten Island
POINT (-74.14819188233704 40.548137508805084),The Pathways School,121,CLEVELAND AVENUE,10308,http://www.nyc.gov/html/doh/html/dc/dc.shtml,5107666,5051470001,Staten Island
POINT (-74.10084973436153 40.58762039507108),Staten Island Mental Health Hs,44,DONGAN HILLS AVENUE,10306,http://www.nyc.gov/html/doh/html/dc/dc.shtml,5109568,5035320500,Staten Island
POINT (-74.11645064057555 40.57455431354147),Ms. Rosemary's Tiny Tot Preschool,5,NEW DORP PLAZA,10306,http://www.nyc.gov/html/doh/html/dc/dc.shtml,5052437,5036300028,Staten Island
POINT (-74.13550373440673 40.63422498863632),United Cerebral Palsy Of N.Y.C. Inc.,281,PORT RICHMOND AVENUE,10302,http://www.nyc.gov/html/doh/html/dc/dc.shtml,5024273,5010370006,Staten Island
POINT (-74.16271237632459 40.54254695758113),South Shore Ymca Nursery School,3939,RICHMOND AVENUE,10312,http://www.nyc.gov/html/doh/html/dc/dc.shtml,5128445,5052360031,Staten Island
POINT (-73.98635446033376 40.723005850743675),Cardinal Spellman Hs,137,EAST 2 STREET,10009,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1005745,1004290029,New York
POINT (-73.97316635523546 40.7427034402286),N.Y.U. Pre-Sch Developmental Program,400,EAST 34 STREET,10016,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1081692,1009627501,New York
POINT (-73.98186583652702 40.74796411141849),International Pre-Sch,28,EAST 35 STREET,10016,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1017110,1008640050,New York
POINT (-73.90329309947803 40.72200041835426),Precious Moments I/T,61-28,GRAND AVENUE,11378,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4060644,4027130021,Maspeth
POINT (-73.83476479301346 40.718863807070335),Beth Gavriel Dcc,75-24,GRAND CENTRAL PARKWAY,11375,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4052771,4022650090,Forest Hills
POINT (-73.9724142866996 40.751025504203554),Lyceum Kennedy,225,EAST 43 STREET,10017,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1037559,1013170015,New York
POINT (-73.84361547709553 40.86124020071184),Eastchester Nursery School,2407,EASTCHESTER ROAD,10469,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2052910,2044770057,Bronx
POINT (-73.92035696114849 40.84649582480442),South Bronx Hs,141,FEATHERBED LANE,10452,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2008817,2028760060,Bronx
POINT (-73.90296648022667 40.83340863575861),La Peninsula Community Head Start,1343,FULTON AVENUE,10456,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2009619,2029250070,Bronx
POINT (-73.81399497315229 40.70872387545923),Briarwood Early Childhood Center,139-76,85 DRIVE,11435,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4440741,4097100037,Jamaica
POINT (-73.85872234593751 40.69096186003198),St. Lukes Nursery School,87-34,85 STREET,11421,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4183594,4089170028,Woodhaven
POINT (-73.87813190172437 40.74861442721866),Young Smile Nursery School,37-61,88 STREET,11372,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4307344,4014760047,Jackson Heights
POINT (-73.87286494232175 40.75066969376648),Children's Big Apple,37-03,94 STREET,11372,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4036590,4014820077,Jackson Heights
POINT (-73.84146906471388 40.716363058114595),The Church In The Gardens Nursery School,50,ASCAN AVENUE,11375,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4437656,4032880001,Forest Hills
POINT (-73.80020249759345 40.77212971979503),Sweet Angels Nursery School Ii,27-11,BAYSIDE LANE,11358,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4111020,4049060041,Flushing
POINT (-73.77610230953505 40.59588301403264),Blanche Community Prograss Day Care Center #2,44-22,BEACH CHANNEL DRIVE,11691,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4463476,4159670001,Far Rockaway
POINT (-73.80008011215834 40.5910774090489),Rockaway Hs,72-05,BEACH CHANNEL DRIVE,11692,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4303321,4160830037,Arverne
POINT (-73.82456944348102 40.75294017884926),Jack And Jill Nursery School,43-23,COLDEN STREET,11355,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4115898,4051370005,Flushing
POINT (-73.765573138741 40.70155655436089),"Love, Peace & Joy Pre-Sch & Kindergarten Ii Annex #1",111-10,FARMERS BOULEVARD,11412,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4222014,4104380022,Saint Albans
POINT (-73.90384314747459 40.82364876491676),Gwendolyn B. Bland Dcc,749,EAST 163 STREET,10456,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2091965,2026390001,Bronx
POINT (-73.88679700421935 40.850976018370154),St. Martin Of Tours Hs,695,EAST 182 STREET,10457,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2012406,2030840001,Bronx
POINT (-73.89472211274004 40.85639250678363),St. Dominic's Early Childhood Center,406,EAST 184 STREET,10458,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2011182,2030310007,Bronx
POINT (-73.86371587552041 40.88361424953562),Williamsbridge Naacp Dc,670,EAST 219 STREET,10467,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2057523,2046510044,Bronx
POINT (-73.84527497776229 40.88590035489411),Susan E. Wagner Dcc,1140,EAST 229 STREET,10466,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2094178,2049050001,Bronx
POINT (-73.90159398815774 40.85121481523117),Sharon Baptist Hs,279,EAST BURNSIDE AVENUE,10457,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2013673,2031560081,Bronx
POINT (-73.85953539238139 40.874807862860216),Gunhill Child Care Infant/Toddler,934,EAST GUN HILL ROAD,10469,http://www.nyc.gov/html/doh/html/dc/dc.shtml,0,2046350133,Bronx
POINT (-73.95500009923364 40.6224298944177),Rabbi Harry Halpern Day Care,1256,EAST 21 STREET,11210,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3208324,3076200057,Brooklyn
POINT (-73.87218867268174 40.66928418712656),Sylvia Klein Ccc,720,EUCLID AVENUE,11208,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3337053,3042920061,Brooklyn
POINT (-73.94861484495648 40.57764866298956),Happyland Manhattan Beach Day School,190,EXETER STREET,11235,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3246120,3087360026,Brooklyn
POINT (-73.95946126036262 40.68214043394329),Nelrak Child Development Center I/T,1057,FULTON STREET,11238,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3057260,3019930011,Brooklyn
POINT (-73.92368543679864 40.68897385921378),Good Samaritan Gates Cdc,992,GATES AVENUE,11221,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3039623,3014800002,Brooklyn
POINT (-73.92125407275985 40.589067584021365),Miss Janet's Child Enrichment Center,2936,GERRITSEN AVENUE,11229,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3249464,3089070524,Brooklyn
POINT (-73.94630953238843 40.633788578778216),Vanderveer Park Ecec,3114,GLENWOOD ROAD,11210,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3336757,3075590039,Brooklyn
POINT (-73.94670085131874 40.681959606210135),Rose F. Kennedy Family Center,178,HALSEY STREET,11216,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3322633,3018440050,Brooklyn
POINT (-73.98937184230769 40.77402177210245),Riverschool Westside I/T,75,WEST END AVENUE,10023,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1085063,1011710063,New York
POINT (-73.9566275617098 40.762889703236425),Rockefeller University Child & Family Center (Sfh),1230,YORK AVENUE,10021,http://www.nyc.gov/html/doh/html/dc/dc.shtml,0,,New York
POINT (-73.82676274274537 40.690005443663175),Dolly&Frank Russo Sr. Center,118-03,101 AVENUE,11419,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4199633,4094560029,South Richmond Hill
POINT (-73.83544844756132 40.69873444294797),St. John's Lutheran Pre-School,86-20,114 STREET,11418,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4192690,4092260069,Richmond Hill
POINT (-73.80489136009288 40.675498802148915),Humbleway Church Dcc,133-15,120 AVENUE,11420,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4253103,4116970031,South Ozone Park
POINT (-73.7866550552681 40.69373262563025),Amistad Ecec,110-15,164 PLACE,11433,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4216947,4101930001,Jamaica
POINT (-73.77903056200151 40.72433690060268),Keren Ohr Nursery,83-16,188 STREET,11423,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4156256,4072630039,Hollis
POINT (-73.916045925245 40.619051323176336),Montessori School Of Mill Basin,6301,MILL LANE,11234,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3236371,3083850034,Brooklyn
POINT (-73.93797682789092 40.704279899625625),Fennell Dcc,175,MOORE STREET,11206,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3071482,3031000078,Brooklyn
POINT (-73.95365835462349 40.72313975699886),John Oravecz Ccc,25,NASSAU AVENUE,11222,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3337784,3026420027,Brooklyn
POINT (-73.9703406010202 40.632405713657064),Wonderland Day Care Center,265,NEWKIRK AVENUE,11230,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3127857,3054210064,Brooklyn
POINT (-73.95060281546384 40.665536928824636),Associatedbeth Rivkah Hs,913,NOSTRAND AVENUE,11225,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3034171,3012970001,Brooklyn
POINT (-73.95118247413582 40.61543061912344),Viener Pre-Sch Of Flatbush,2305,OLEAN STREET,11210,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3210852,3076770063,Brooklyn
POINT (-73.94596870514964 40.69759897750734),Tompkins Children's Center,730,PARK AVENUE,11206,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3324252,3017400001,Brooklyn
POINT (-73.94053998039053 40.6981931038981),Sumner Children's Center,860,PARK AVENUE,11206,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3324728,3015800001,Brooklyn
POINT (-73.87370537893756 40.683943944352386),Cypress Hills Ccc,108,PINE STREET,11208,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3327214,3041290008,Brooklyn
POINT (-73.92350465159406 40.68064736741382),Brevoort Children's Ctr,250,RALPH AVENUE,11233,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3325169,3016880001,Brooklyn
